latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
9.033392,7.4740486,463.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h)
2005-08-29,65,22.3,20.8,71.40,8.5
2005-08-30,3,28.0,20.9,0.00,9.6
2005-08-31,63,28.2,21.2,19.00,10.8
2005-09-01,65,23.8,21.0,51.90,13.6
2005-09-02,51,28.3,20.5,0.10,9.5
2005-09-03,63,28.2,22.1,9.10,8.5
2005-09-04,61,25.4,20.9,11.20,7.1
2005-09-05,51,28.4,21.0,1.20,8.8
2005-09-06,61,28.3,21.1,8.20,9.3
2005-09-07,63,28.3,22.3,20.80,9.8
2005-09-08,63,29.6,21.5,13.90,7.4
2005-09-09,53,29.2,20.9,4.90,6.0
2005-09-10,53,28.8,21.9,2.30,9.8
2005-09-11,53,29.3,22.3,1.60,7.1
2005-09-12,63,28.7,21.6,14.50,8.7
2005-09-13,61,28.6,21.0,4.40,7.4
2005-09-14,61,29.5,22.3,9.30,10.7
2005-09-15,51,29.4,22.1,1.90,10.3
2005-09-16,55,29.0,22.1,4.20,9.8
2005-09-17,51,29.2,21.5,0.60,7.7
2005-09-18,53,30.7,22.5,3.10,8.4
2005-09-19,63,29.0,21.8,18.30,7.3
2005-09-20,63,26.1,21.4,40.00,8.7
2005-09-21,53,25.0,21.1,2.30,8.6
2005-09-22,53,29.9,20.9,1.50,5.9
2005-09-23,63,28.1,21.9,9.10,9.6
2005-09-24,61,26.4,21.0,14.70,8.0
2005-09-25,53,27.8,20.7,1.00,8.0
2005-09-26,63,26.9,21.7,18.40,8.1
2005-09-27,51,28.6,21.0,0.30,6.8
2005-09-28,63,29.6,22.1,13.70,6.1
2005-09-29,3,28.1,20.6,0.00,7.0
2005-09-30,63,29.2,21.5,10.20,8.1
2005-10-01,63,28.3,21.1,11.30,9.1
2005-10-02,53,28.3,22.0,2.30,5.7
2005-10-03,61,27.6,21.0,5.60,8.2
2005-10-04,55,29.2,21.5,3.10,5.4
2005-10-05,61,28.3,21.3,5.70,7.5
2005-10-06,61,27.2,21.9,6.40,6.3
2005-10-07,51,29.6,21.2,1.00,7.7
2005-10-08,61,28.2,20.9,4.40,6.2
2005-10-09,61,28.7,20.8,6.20,6.5
2005-10-10,61,29.2,20.7,2.80,8.0
2005-10-11,53,29.4,21.9,1.70,6.8
2005-10-12,55,30.6,21.9,2.60,6.5
2005-10-13,63,30.2,21.4,8.20,8.4
2005-10-14,63,29.2,21.8,7.80,9.2
2005-10-15,51,28.3,21.2,1.00,7.7
2005-10-16,61,29.7,23.0,4.20,7.0
2005-10-17,51,28.9,21.0,0.60,7.2
2005-10-18,61,29.8,20.9,4.40,6.7
2005-10-19,53,27.4,21.6,4.30,5.8
2005-10-20,2,29.4,21.3,0.00,12.7
2005-10-21,53,30.5,22.3,1.40,5.9
2005-10-22,51,30.8,21.7,0.10,7.0
2005-10-23,1,32.9,23.0,0.00,6.5
2005-10-24,1,32.3,20.8,0.00,5.2
2005-10-25,2,31.8,21.9,0.00,8.9
2005-10-26,51,30.5,22.4,0.20,7.7
2005-10-27,1,31.9,22.2,0.00,6.6
2005-10-28,1,31.5,21.8,0.00,7.9
2005-10-29,51,31.5,21.7,0.30,7.0
2005-10-30,1,33.3,20.3,0.00,9.4
2005-10-31,53,30.6,22.8,1.50,6.1
2005-11-01,63,27.5,23.1,10.50,9.7
2005-11-02,51,30.9,21.2,0.50,5.8
2005-11-03,53,32.2,23.0,0.90,8.5
2005-11-04,51,30.8,22.0,0.40,7.6
2005-11-05,51,30.8,21.9,0.20,6.1
2005-11-06,1,32.7,19.6,0.00,7.2
2005-11-07,0,33.2,20.4,0.00,11.7
2005-11-08,0,33.7,20.1,0.00,11.5
2005-11-09,1,33.2,20.8,0.00,12.4
2005-11-10,1,33.3,21.9,0.00,11.0
2005-11-11,1,32.8,21.2,0.00,11.7
2005-11-12,1,32.5,20.0,0.00,7.8
2005-11-13,0,33.5,20.4,0.00,7.6
2005-11-14,0,34.6,21.2,0.00,9.7
2005-11-15,0,34.6,22.3,0.00,13.0
2005-11-16,1,33.1,20.5,0.00,10.0
2005-11-17,0,33.2,20.3,0.00,8.9
2005-11-18,0,33.7,20.4,0.00,7.6
2005-11-19,0,34.6,20.8,0.00,7.2
2005-11-20,0,34.8,21.7,0.00,8.6
2005-11-21,0,34.7,21.8,0.00,8.6
2005-11-22,1,34.1,20.6,0.00,6.2
2005-11-23,1,34.6,21.4,0.00,7.3
2005-11-24,1,35.1,22.6,0.00,6.9
2005-11-25,53,33.0,23.3,1.50,7.3
2005-11-26,2,32.9,22.3,0.00,6.5
2005-11-27,1,34.6,22.8,0.00,6.7
2005-11-28,1,35.3,23.0,0.00,7.9
2005-11-29,0,35.0,22.5,0.00,6.6
2005-11-30,1,34.0,22.5,0.00,8.0
2005-12-01,2,32.7,21.8,0.00,7.1
2005-12-02,2,32.9,21.7,0.00,7.5
2005-12-03,1,35.3,23.9,0.00,6.5
2005-12-04,1,36.6,20.6,0.00,7.8
2005-12-05,1,34.8,21.3,0.00,7.5
2005-12-06,51,32.1,22.6,0.10,6.2
2005-12-07,2,33.9,23.7,0.00,5.9
2005-12-08,1,35.2,22.3,0.00,6.9
2005-12-09,1,33.8,22.5,0.00,6.6
2005-12-10,0,33.6,23.0,0.00,7.3
2005-12-11,63,32.6,23.2,5.40,8.2
2005-12-12,0,34.3,22.0,0.00,7.8
2005-12-13,0,35.3,21.6,0.00,7.6
2005-12-14,1,35.1,21.4,0.00,9.4
2005-12-15,0,35.1,21.8,0.00,6.5
2005-12-16,0,35.3,21.6,0.00,7.6
2005-12-17,1,34.8,23.5,0.00,6.1
2005-12-18,0,35.6,22.9,0.00,10.2
2005-12-19,0,35.0,21.5,0.00,8.7
2005-12-20,0,34.4,21.3,0.00,8.4
2005-12-21,1,34.7,23.8,0.00,11.0
2005-12-22,1,35.3,23.3,0.00,10.2
2005-12-23,1,34.7,23.5,0.00,11.6
2005-12-24,3,33.0,21.7,0.00,7.4
2005-12-25,1,33.6,23.0,0.00,8.8
2005-12-26,1,33.6,23.2,0.00,9.1
2005-12-27,0,34.3,22.2,0.00,9.5
2005-12-28,1,35.4,21.8,0.00,9.7
2005-12-29,1,34.7,20.4,0.00,10.5
2005-12-30,0,36.2,22.0,0.00,8.4
2005-12-31,0,36.5,23.8,0.00,9.7
2006-01-01,1,35.1,22.4,0.00,7.1
2006-01-02,1,35.9,24.3,0.00,9.7
2006-01-03,1,36.1,23.9,0.00,10.1
2006-01-04,1,34.6,22.1,0.00,8.5
2006-01-05,2,33.7,23.9,0.00,7.1
2006-01-06,1,35.1,24.7,0.00,5.6
2006-01-07,1,35.3,22.8,0.00,9.2
2006-01-08,1,35.2,22.6,0.00,6.8
2006-01-09,1,35.3,24.8,0.00,7.9
2006-01-10,1,34.0,23.2,0.00,8.2
2006-01-11,1,35.4,23.2,0.00,7.0
2006-01-12,1,33.6,23.9,0.00,6.6
2006-01-13,1,35.7,23.3,0.00,13.1
2006-01-14,1,35.0,23.4,0.00,13.7
2006-01-15,0,34.9,21.5,0.00,9.9
2006-01-16,0,35.0,23.0,0.00,10.3
2006-01-17,1,35.7,21.4,0.00,7.9
2006-01-18,1,35.7,22.4,0.00,9.8
2006-01-19,1,36.7,21.9,0.00,12.9
2006-01-20,0,36.3,21.7,0.00,7.1
2006-01-21,1,36.6,23.2,0.00,6.4
2006-01-22,1,36.6,22.9,0.00,7.6
2006-01-23,1,35.7,23.7,0.00,7.5
2006-01-24,1,36.3,24.8,0.00,8.2
2006-01-25,1,37.1,24.6,0.00,8.3
2006-01-26,51,34.2,24.5,0.20,10.6
2006-01-27,61,34.9,24.4,3.50,7.6
2006-01-28,51,34.1,24.6,0.10,9.2
2006-01-29,1,35.8,24.2,0.00,6.6
2006-01-30,2,34.5,23.5,0.00,9.7
2006-01-31,1,34.5,24.6,0.00,7.4
2006-02-01,1,34.8,24.3,0.00,7.3
2006-02-02,1,35.6,24.9,0.00,9.7
2006-02-03,1,35.0,24.2,0.00,6.6
2006-02-04,51,34.3,25.1,0.30,8.3
2006-02-05,1,35.9,24.5,0.00,7.3
2006-02-06,51,33.1,24.2,0.10,9.5
2006-02-07,1,35.8,24.7,0.00,7.8
2006-02-08,1,36.8,23.6,0.00,11.8
2006-02-09,1,37.2,23.8,0.00,13.5
2006-02-10,2,34.6,23.9,0.00,13.6
2006-02-11,1,35.9,24.8,0.00,6.5
2006-02-12,51,34.9,23.8,0.30,8.2
2006-02-13,1,35.8,24.7,0.00,8.9
2006-02-14,51,33.2,25.2,0.30,9.5
2006-02-15,1,36.1,24.3,0.00,9.6
2006-02-16,1,36.7,23.9,0.00,7.9
2006-02-17,3,34.1,25.2,0.00,12.3
2006-02-18,51,33.5,25.0,0.60,10.8
2006-02-19,2,36.1,24.9,0.00,8.7
2006-02-20,1,35.3,24.8,0.00,11.1
2006-02-21,3,33.8,25.3,0.00,13.0
2006-02-22,2,34.3,25.0,0.00,12.8
2006-02-23,1,34.4,24.8,0.00,11.2
2006-02-24,2,35.9,25.4,0.00,12.1
2006-02-25,1,35.7,24.9,0.00,11.2
2006-02-26,1,35.7,24.9,0.00,11.8
2006-02-27,1,36.2,24.6,0.00,12.6
2006-02-28,1,36.7,25.1,0.00,12.6
2006-03-01,2,35.6,25.8,0.00,12.8
2006-03-02,2,37.2,25.0,0.00,15.9
2006-03-03,1,37.2,25.1,0.00,10.2
2006-03-04,1,36.7,24.7,0.00,9.4
2006-03-05,2,36.1,24.9,0.00,11.4
2006-03-06,2,36.2,24.4,0.00,12.4
2006-03-07,2,36.1,24.5,0.00,14.2
2006-03-08,51,33.7,24.6,0.40,15.8
2006-03-09,51,33.0,22.8,1.70,9.3
2006-03-10,1,36.0,23.6,0.00,6.2
2006-03-11,2,36.0,23.0,0.00,11.6
2006-03-12,53,35.5,25.4,0.80,8.8
2006-03-13,51,34.8,25.5,0.40,11.0
2006-03-14,1,36.9,25.2,0.00,8.0
2006-03-15,2,35.1,25.5,0.00,13.4
2006-03-16,3,35.9,25.0,0.00,11.8
2006-03-17,1,37.5,25.2,0.00,12.5
2006-03-18,3,35.8,24.6,0.00,13.3
2006-03-19,1,36.1,24.0,0.00,12.8
2006-03-20,1,37.5,24.9,0.00,9.0
2006-03-21,53,37.3,25.5,0.50,14.4
2006-03-22,55,35.5,25.3,1.90,12.5
2006-03-23,1,37.7,24.2,0.00,8.3
2006-03-24,1,36.7,24.4,0.00,10.6
2006-03-25,0,36.2,24.8,0.00,11.5
2006-03-26,2,36.7,25.3,0.00,10.1
2006-03-27,1,37.2,24.6,0.00,8.7
2006-03-28,1,36.4,23.6,0.00,9.6
2006-03-29,1,35.6,24.2,0.00,9.6
2006-03-30,1,37.5,25.2,0.00,6.9
2006-03-31,1,38.7,24.4,0.00,10.1
2006-04-01,1,38.0,25.7,0.00,8.8
2006-04-02,2,36.6,25.4,0.00,10.1
2006-04-03,61,35.7,25.9,1.60,10.6
2006-04-04,53,35.1,25.9,1.70,10.5
2006-04-05,51,34.2,25.8,0.30,11.2
2006-04-06,1,37.9,25.0,0.00,8.3
2006-04-07,1,37.5,24.5,0.00,9.3
2006-04-08,0,38.6,24.0,0.00,6.6
2006-04-09,1,38.0,23.1,0.00,8.4
2006-04-10,0,38.0,23.4,0.00,8.6
2006-04-11,0,39.4,25.0,0.00,8.4
2006-04-12,1,38.7,24.6,0.00,11.5
2006-04-13,2,36.8,24.7,0.00,17.6
2006-04-14,0,38.6,25.7,0.00,8.3
2006-04-15,51,36.4,26.3,0.10,14.2
2006-04-16,51,36.4,25.7,0.10,14.0
2006-04-17,1,37.0,25.3,0.00,12.2
2006-04-18,53,35.8,25.5,0.80,13.9
2006-04-19,2,36.2,25.4,0.00,11.6
2006-04-20,2,36.6,25.3,0.00,13.7
2006-04-21,2,34.9,25.8,0.00,15.0
2006-04-22,51,36.3,24.7,0.30,14.5
2006-04-23,53,36.1,25.5,0.70,11.5
2006-04-24,61,34.5,24.2,3.90,13.7
2006-04-25,63,28.3,24.6,7.30,12.3
2006-04-26,61,31.1,23.8,3.10,9.0
2006-04-27,51,31.9,24.9,0.80,9.7
2006-04-28,53,31.9,25.4,0.80,12.0
2006-04-29,51,32.7,24.8,0.50,9.3
2006-04-30,51,32.0,24.7,0.10,9.4
2006-05-01,51,33.3,24.8,0.60,10.7
2006-05-02,3,33.5,25.4,0.00,12.2
2006-05-03,51,35.2,25.2,0.20,11.1
2006-05-04,53,34.4,25.2,0.80,11.9
2006-05-05,3,33.6,25.2,0.00,13.9
2006-05-06,51,32.5,24.7,0.50,12.5
2006-05-07,51,31.9,24.9,0.50,10.2
2006-05-08,61,35.3,25.1,3.10,10.6
2006-05-09,63,32.6,23.4,8.30,12.2
2006-05-10,63,29.0,22.9,12.00,12.9
2006-05-11,51,32.4,23.6,0.20,11.0
2006-05-12,61,32.4,24.5,3.60,8.7
2006-05-13,61,30.4,24.0,3.10,12.0
2006-05-14,63,31.6,23.7,10.70,8.7
2006-05-15,55,28.1,23.2,1.60,8.6
2006-05-16,55,28.1,23.4,1.30,10.1
2006-05-17,51,29.3,23.3,0.30,11.7
2006-05-18,2,29.8,22.5,0.00,7.2
2006-05-19,63,32.3,22.8,19.30,9.5
2006-05-20,63,24.3,22.0,28.10,9.0
2006-05-21,53,28.5,21.7,1.00,9.0
2006-05-22,63,29.9,22.4,10.90,8.2
2006-05-23,63,31.1,22.0,4.10,9.4
2006-05-24,53,29.5,22.9,1.30,9.2
2006-05-25,53,27.8,22.4,3.60,11.3
2006-05-26,61,29.7,23.2,4.50,9.0
2006-05-27,65,28.9,22.5,15.80,14.1
2006-05-28,63,28.5,22.3,15.90,9.9
2006-05-29,53,29.6,22.0,1.50,7.3
2006-05-30,55,28.0,22.5,5.10,7.3
2006-05-31,61,32.0,22.6,2.60,5.9
2006-06-01,3,31.7,23.2,0.00,7.9
2006-06-02,63,29.9,23.1,12.50,10.0
2006-06-03,51,28.8,22.6,2.10,9.9
2006-06-04,51,29.2,23.3,0.70,12.1
2006-06-05,3,29.1,23.0,0.00,10.2
2006-06-06,3,29.7,23.3,0.00,11.3
2006-06-07,63,31.7,23.1,11.20,9.7
2006-06-08,55,29.3,22.9,2.50,11.0
2006-06-09,61,29.1,23.1,3.00,13.4
2006-06-10,63,27.7,23.0,15.00,6.9
2006-06-11,63,28.1,21.0,21.50,12.8
2006-06-12,3,29.7,21.4,0.00,9.8
2006-06-13,61,30.4,23.3,2.20,8.7
2006-06-14,63,29.6,23.1,5.20,7.7
2006-06-15,61,28.1,22.7,6.00,11.5
2006-06-16,53,28.5,22.2,1.50,10.8
2006-06-17,63,27.8,21.4,15.70,9.8
2006-06-18,51,28.6,21.3,0.50,7.9
2006-06-19,51,28.8,22.3,0.20,6.3
2006-06-20,55,27.9,22.4,3.30,8.8
2006-06-21,63,27.8,21.3,17.40,6.8
2006-06-22,61,28.3,22.4,8.80,7.6
2006-06-23,61,29.5,22.0,1.50,6.1
2006-06-24,53,29.5,22.6,2.90,6.7
2006-06-25,3,30.5,22.4,0.00,9.4
2006-06-26,51,28.4,23.3,0.90,12.6
2006-06-27,51,28.7,23.0,0.80,11.5
2006-06-28,51,30.3,22.1,0.20,7.0
2006-06-29,61,29.0,22.6,8.90,12.2
2006-06-30,63,28.4,21.9,8.80,9.9
2006-07-01,61,28.3,21.9,5.70,6.0
2006-07-02,63,28.5,22.1,19.00,6.2
2006-07-03,61,28.9,22.2,4.60,12.1
2006-07-04,55,28.8,22.6,1.90,11.2
2006-07-05,53,28.1,22.2,3.20,11.5
2006-07-06,63,27.4,22.1,11.10,13.1
2006-07-07,51,24.7,22.0,0.70,11.0
2006-07-08,53,27.8,22.7,2.50,11.2
2006-07-09,55,28.1,21.9,3.00,12.2
2006-07-10,53,28.4,21.7,1.90,6.2
2006-07-11,61,29.2,21.5,3.70,11.4
2006-07-12,61,29.1,22.5,5.60,11.5
2006-07-13,55,27.2,21.7,2.70,8.7
2006-07-14,63,28.1,21.8,10.70,7.9
2006-07-15,51,27.8,22.1,0.70,11.4
2006-07-16,55,28.6,22.1,3.90,9.9
2006-07-17,61,27.5,22.2,9.70,11.3
2006-07-18,63,26.7,21.9,29.20,9.8
2006-07-19,61,27.1,21.6,8.20,11.0
2006-07-20,63,25.4,21.3,23.30,9.5
2006-07-21,63,27.8,20.9,7.20,10.9
2006-07-22,61,26.0,21.4,7.90,10.5
2006-07-23,55,25.9,20.7,4.50,12.2
2006-07-24,61,26.9,20.5,12.10,8.0
2006-07-25,63,24.5,21.1,11.40,13.6
2006-07-26,55,28.1,20.7,5.00,6.3
2006-07-27,63,29.1,22.0,10.20,7.1
2006-07-28,61,29.9,21.2,2.40,10.5
2006-07-29,63,28.8,22.4,7.70,10.7
2006-07-30,61,28.5,22.1,7.10,10.1
2006-07-31,63,27.8,21.3,21.30,8.4
2006-08-01,63,27.1,21.1,7.90,11.8
2006-08-02,61,27.4,20.9,18.80,11.7
2006-08-03,55,24.9,21.0,4.60,14.6
2006-08-04,61,25.9,20.7,2.70,13.2
2006-08-05,63,27.2,21.0,8.10,9.5
2006-08-06,63,27.2,21.3,10.50,7.6
2006-08-07,63,22.8,20.7,48.40,5.9
2006-08-08,61,26.2,21.2,7.30,10.5
2006-08-09,55,25.8,20.8,7.50,9.8
2006-08-10,63,28.4,21.0,12.50,6.4
2006-08-11,63,26.1,21.2,16.90,10.0
2006-08-12,55,26.9,21.1,4.70,7.6
2006-08-13,61,28.0,21.9,4.40,10.1
2006-08-14,61,29.0,21.4,13.30,6.4
2006-08-15,53,24.8,21.5,2.90,11.2
2006-08-16,55,28.8,21.9,3.60,8.1
2006-08-17,55,29.3,21.6,5.10,8.2
2006-08-18,61,28.2,21.6,5.40,6.6
2006-08-19,51,28.3,21.0,0.50,8.0
2006-08-20,53,28.1,22.1,5.00,9.7
2006-08-21,63,26.1,22.1,18.10,7.9
2006-08-22,65,22.0,21.3,84.20,8.2
2006-08-23,61,23.1,20.5,8.00,8.3
2006-08-24,51,27.5,20.3,1.90,9.3
2006-08-25,61,28.3,21.3,3.00,10.9
2006-08-26,63,26.0,21.5,11.20,8.4
2006-08-27,53,27.3,21.6,3.00,11.3
2006-08-28,63,26.6,21.1,6.10,10.5
2006-08-29,53,26.3,21.5,2.80,7.5
2006-08-30,55,25.7,21.1,6.40,5.8
2006-08-31,53,25.8,21.2,6.10,7.0
2006-09-01,53,28.5,21.4,3.30,8.7
2006-09-02,61,28.9,20.7,9.90,10.2
2006-09-03,61,25.3,21.0,4.10,9.6
2006-09-04,61,27.2,21.8,12.10,7.9
2006-09-05,55,26.9,21.0,5.80,6.9
2006-09-06,63,27.8,20.6,17.50,7.5
2006-09-07,63,26.6,21.0,21.10,9.5
2006-09-08,61,25.6,20.8,9.00,11.1
2006-09-09,61,24.3,20.5,11.20,8.0
2006-09-10,51,26.1,20.5,1.00,10.0
2006-09-11,61,28.4,20.4,14.00,6.2
2006-09-12,63,27.3,20.9,9.30,11.7
2006-09-13,55,27.9,20.9,3.30,9.1
2006-09-14,63,29.2,21.1,14.70,6.9
2006-09-15,63,27.8,20.6,16.20,5.4
2006-09-16,53,28.4,21.6,2.10,9.7
2006-09-17,53,29.4,21.5,3.70,8.1
2006-09-18,61,28.8,21.2,4.80,8.7
2006-09-19,65,27.9,21.7,12.00,9.8
2006-09-20,53,29.3,21.2,3.40,7.3
2006-09-21,61,27.4,20.8,9.00,6.0
2006-09-22,53,28.3,21.4,4.20,8.3
2006-09-23,53,28.9,21.4,1.50,8.4
2006-09-24,61,28.8,21.3,7.20,6.5
2006-09-25,51,30.2,20.7,0.60,9.0
2006-09-26,63,29.2,22.1,11.20,8.2
2006-09-27,51,27.9,21.8,1.20,11.6
2006-09-28,63,29.4,22.0,10.50,9.7
2006-09-29,61,26.5,21.0,12.40,9.7
2006-09-30,53,25.1,21.1,6.30,10.7
2006-10-01,53,27.8,21.3,2.60,7.8
2006-10-02,61,29.4,21.6,6.30,5.4
2006-10-03,61,29.7,20.6,8.90,6.3
2006-10-04,63,28.0,21.6,12.60,6.5
2006-10-05,53,28.6,21.5,2.30,9.3
2006-10-06,61,28.8,22.3,5.90,6.6
2006-10-07,63,29.5,21.3,10.00,7.6
2006-10-08,61,29.6,21.2,4.90,7.7
2006-10-09,51,29.7,22.3,0.40,8.1
2006-10-10,61,30.3,22.3,2.80,6.2
2006-10-11,61,31.6,22.4,3.60,8.6
2006-10-12,63,30.4,22.0,8.10,8.6
2006-10-13,63,30.9,21.7,13.20,7.6
2006-10-14,61,30.1,22.9,4.60,7.3
2006-10-15,61,29.8,22.4,2.60,7.1
2006-10-16,1,31.8,21.7,0.00,7.1
2006-10-17,61,31.5,22.4,3.70,6.1
2006-10-18,63,30.7,22.3,5.70,5.4
2006-10-19,53,29.4,22.6,1.70,7.6
2006-10-20,3,31.0,21.9,0.00,8.8
2006-10-21,63,31.2,22.1,8.40,6.5
2006-10-22,63,30.6,22.0,12.50,7.6
2006-10-23,63,29.9,21.6,9.80,6.1
2006-10-24,53,30.1,22.3,1.20,5.9
2006-10-25,61,29.9,21.8,3.70,7.2
2006-10-26,51,30.6,22.1,0.20,5.4
2006-10-27,55,29.5,22.0,1.80,6.2
2006-10-28,61,30.9,22.7,5.00,5.1
2006-10-29,63,29.9,22.4,7.60,5.9
2006-10-30,53,29.6,22.3,1.80,6.2
2006-10-31,51,30.7,21.7,0.20,8.4
2006-11-01,61,30.4,22.8,3.40,7.4
2006-11-02,1,32.1,22.5,0.00,8.8
2006-11-03,51,31.7,23.6,0.30,8.7
2006-11-04,1,31.4,22.1,0.00,6.1
2006-11-05,1,32.5,23.8,0.00,7.6
2006-11-06,1,33.1,22.7,0.00,7.7
2006-11-07,1,32.7,22.9,0.00,7.1
2006-11-08,1,31.4,20.6,0.00,9.0
2006-11-09,1,33.0,22.0,0.00,13.3
2006-11-10,1,32.9,22.5,0.00,11.8
2006-11-11,2,33.1,22.6,0.00,11.7
2006-11-12,1,32.8,22.3,0.00,9.4
2006-11-13,1,33.0,21.2,0.00,10.0
2006-11-14,1,33.0,20.6,0.00,6.3
2006-11-15,1,33.5,22.1,0.00,11.7
2006-11-16,1,33.7,22.1,0.00,13.2
2006-11-17,1,33.5,22.0,0.00,12.0
2006-11-18,1,33.9,21.6,0.00,12.7
2006-11-19,1,33.0,20.5,0.00,10.9
2006-11-20,1,32.0,20.6,0.00,9.9
2006-11-21,1,33.0,21.2,0.00,10.6
2006-11-22,1,33.0,21.3,0.00,9.7
2006-11-23,1,32.1,19.1,0.00,7.8
2006-11-24,0,32.9,20.0,0.00,9.2
2006-11-25,0,33.5,21.2,0.00,11.1
2006-11-26,0,33.3,21.2,0.00,10.8
2006-11-27,0,32.9,21.3,0.00,12.2
2006-11-28,0,32.5,20.7,0.00,12.0
2006-11-29,1,33.3,20.7,0.00,9.2
2006-11-30,0,34.0,22.1,0.00,12.4
2006-12-01,0,34.5,21.3,0.00,8.3
2006-12-02,1,33.8,22.5,0.00,12.0
2006-12-03,1,33.8,22.8,0.00,12.8
2006-12-04,0,34.9,22.0,0.00,13.1
2006-12-05,1,34.2,21.9,0.00,13.5
2006-12-06,1,33.8,20.9,0.00,9.2
2006-12-07,0,33.9,21.4,0.00,10.8
2006-12-08,1,34.9,20.9,0.00,6.8
2006-12-09,0,33.9,21.8,0.00,8.4
2006-12-10,1,35.0,22.0,0.00,11.4
2006-12-11,1,35.9,23.1,0.00,13.4
2006-12-12,1,34.9,22.9,0.00,12.6
2006-12-13,1,34.3,20.4,0.00,9.9
2006-12-14,1,34.5,20.8,0.00,9.8
2006-12-15,1,34.3,21.4,0.00,12.6
2006-12-16,1,34.8,19.9,0.00,11.1
2006-12-17,1,34.8,22.1,0.00,12.0
2006-12-18,1,33.7,21.1,0.00,10.5
2006-12-19,1,34.2,20.1,0.00,9.6
2006-12-20,1,34.7,20.6,0.00,8.6
2006-12-21,0,34.9,22.4,0.00,11.8
2006-12-22,1,34.2,21.6,0.00,10.7
2006-12-23,0,34.3,21.6,0.00,11.5
2006-12-24,0,34.1,21.3,0.00,9.4
2006-12-25,0,34.0,19.9,0.00,8.7
2006-12-26,0,34.6,20.0,0.00,10.5
2006-12-27,0,33.6,20.8,0.00,12.8
2006-12-28,0,32.9,19.9,0.00,11.3
2006-12-29,0,33.3,19.8,0.00,12.9
2006-12-30,0,32.9,19.0,0.00,10.7
2006-12-31,0,32.9,17.9,0.00,10.6
2007-01-01,0,32.5,19.2,0.00,12.4
2007-01-02,0,32.5,18.9,0.00,12.2
2007-01-03,0,33.1,18.8,0.00,9.0
2007-01-04,0,34.2,19.6,0.00,10.9
2007-01-05,0,34.6,20.7,0.00,12.4
2007-01-06,0,35.0,21.2,0.00,14.8
2007-01-07,1,34.7,21.4,0.00,13.1
2007-01-08,1,34.9,21.4,0.00,13.1
2007-01-09,0,34.5,21.0,0.00,13.7
2007-01-10,1,34.8,21.2,0.00,15.9
2007-01-11,0,34.3,20.8,0.00,15.9
2007-01-12,0,33.5,19.6,0.00,16.6
2007-01-13,0,32.6,18.3,0.00,15.2
2007-01-14,1,32.7,17.9,0.00,13.0
2007-01-15,0,33.2,18.5,0.00,11.8
2007-01-16,0,33.9,19.6,0.00,12.1
2007-01-17,0,34.6,20.3,0.00,13.4
2007-01-18,0,35.1,20.4,0.00,13.5
2007-01-19,1,34.5,20.3,0.00,11.6
2007-01-20,0,34.2,20.2,0.00,11.4
2007-01-21,0,34.9,20.9,0.00,12.1
2007-01-22,1,35.9,20.6,0.00,10.7
2007-01-23,0,36.2,22.7,0.00,11.8
2007-01-24,1,35.8,22.4,0.00,11.7
2007-01-25,0,36.4,22.4,0.00,8.6
2007-01-26,1,35.9,23.8,0.00,10.0
2007-01-27,0,36.2,24.0,0.00,10.4
2007-01-28,0,35.5,22.8,0.00,10.8
2007-01-29,1,36.4,23.4,0.00,11.6
2007-01-30,1,35.4,23.4,0.00,10.6
2007-01-31,1,36.9,23.6,0.00,11.8
2007-02-01,1,36.7,23.1,0.00,13.0
2007-02-02,1,37.3,23.8,0.00,14.5
2007-02-03,1,37.8,23.9,0.00,15.3
2007-02-04,1,36.1,23.4,0.00,10.9
2007-02-05,1,35.8,20.6,0.00,8.6
2007-02-06,0,35.9,21.8,0.00,7.1
2007-02-07,1,36.3,23.1,0.00,6.9
2007-02-08,1,35.8,24.5,0.00,7.0
2007-02-09,2,35.9,25.2,0.00,8.0
2007-02-10,1,35.9,24.9,0.00,10.0
2007-02-11,1,36.1,24.8,0.00,11.5
2007-02-12,1,35.7,22.7,0.00,11.8
2007-02-13,1,35.7,23.9,0.00,15.3
2007-02-14,0,36.4,23.5,0.00,13.4
2007-02-15,1,35.7,22.8,0.00,10.6
2007-02-16,1,36.3,23.3,0.00,11.7
2007-02-17,1,35.7,23.2,0.00,10.4
2007-02-18,1,37.0,23.5,0.00,10.0
2007-02-19,1,37.0,22.8,0.00,9.8
2007-02-20,1,36.2,24.0,0.00,8.9
2007-02-21,1,36.3,24.2,0.00,14.7
2007-02-22,3,33.8,24.2,0.00,12.1
2007-02-23,1,36.5,24.5,0.00,11.4
2007-02-24,2,34.4,22.0,0.00,9.1
2007-02-25,51,36.0,23.8,0.40,8.0
2007-02-26,1,35.6,23.9,0.00,6.4
2007-02-27,1,36.6,25.1,0.00,10.7
2007-02-28,0,35.7,24.9,0.00,11.1
2007-03-01,1,36.5,24.5,0.00,13.8
2007-03-02,0,37.9,24.5,0.00,14.0
2007-03-03,0,37.8,24.4,0.00,13.3
2007-03-04,0,37.2,23.9,0.00,14.9
2007-03-05,1,38.2,24.0,0.00,14.4
2007-03-06,2,37.0,24.2,0.00,13.4
